,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N°,Fecha de Verificacion,Número de PERMISO otorgado por la CRE,Número de Estacion,Razón Social,ESTADO,MUNCIPIO,TOTAL DE INSTUMENTOS (MANGUERAS) VERIFICADOS,TOTAL DE INSTUMENTOS (MANGUERAS) INMOVILIZADOS,CAUSAS DE INMOVILIZACION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirección,Colonia,Código Postal,
2060,4/1/23,PL/19484/EXP/ES/2016,13010,"ESTACIÓN DE SERVICIOS EL TRÉBOL, S. A. DE C. V.",SINALOA,AHOME,16,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN DE SERVICIOS EL TRÉBOL, S. A. DE C. V.", ,81345,
2061,4/2/23,PL/9160/EXP/ES/2015,7941,JORGE CASAL GONZÁLEZ,SINALOA,SALVADOR ALVARADO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JORGE CASAL GONZÁLEZ,FRACC. LOS PARQUES,81460,
2062,4/2/23,PL/10866/EXP/ES/2015,7458,CARMEN MARÍA JAQUEZ QUIÑONEZ,SINALOA,SALVADOR ALVARADO,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CARMEN MARÍA JAQUEZ QUIÑONEZ,DEL EVORA,81460,
2063,4/2/23,PL/4903/EXP/ES/2015,3434,"SERVICIO EL HUIZACHE DE AGUSTINA RAMÍREZ, S. A. DE C. V.",SINALOA,ANGOSTURA,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO EL HUIZACHE DE AGUSTINA RAMÍREZ, S. A. DE C. V.",NO TIENE,81649,
2064,4/1/23,PL/12067/EXP/ES/2015,7519,"ESTACIÓN DE SERVICIO FLORIDA, S. A. DE C. V.",GUERRERO,ACAPULCO DE JUÁREZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN DE SERVICIO FLORIDA, S. A. DE C. V.",PROGRESO,39350,
2065,4/1/23,PL/10783/EXP/ES/2015,7125,"SERVICIOS Y ENERGÉTICOS HERAST, S. A. DE C. V.",GUERRERO,ACAPULCO DE JUÁREZ,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS Y ENERGÉTICOS HERAST, S. A. DE C. V.",VICENTE GUERRERO,39760,
2066,4/1/23,PL/9356/EXP/ES/2015,3251,"ESTACIÓN DE SERVICIOS SIGLO 2000, S. A. DE C. V.",GUERRERO,ACAPULCO DE JUÁREZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN DE SERVICIOS SIGLO 2000, S. A. DE C. V.",BOCAMAR,39630,
2067,4/2/23,PL/7632/EXP/ES/2015,9043,"SERVICIO ASTUDILLO, S. A. DE C. V.",GUERRERO,TIXTLA DE GUERRERO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO ASTUDILLO, S. A. DE C. V.",LA VILLITA,39170,
2068,4/2/23,PL/10726/EXP/ES/2015,6071,"OPERADORA DE COMBUSTIBLES SANDOVAL, S. A. DE C. V.",GUERRERO,CHILPANCINGO DE LOS BRAVO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OPERADORA DE COMBUSTIBLES SANDOVAL, S. A. DE C. V.",UNIVERSAL,39080,
2069,4/2/23,PL/5896/EXP/ES/2015,7573,"OPERADORA DE COMBUSTIBLES SANDOVAL, S. A. DE C. V.",GUERRERO,CHILPANCINGO DE LOS BRAVO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OPERADORA DE COMBUSTIBLES SANDOVAL, S. A. DE C. V.",CENTRO,39000,
2070,4/1/23,PL/4249/EXP/ES/2015,6744,"ESTACIONES DE SERVICIO, S. A. DE C. V.",QUERÉTARO,EL MARQUÉS,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIONES DE SERVICIO, S. A. DE C. V.",EL PARAISO,76248,
2071,4/1/23,PL/1423/EXP/ES/2015,11824,"ESTACIONES DE SERVICIO, S. A. DE C. V.",QUERÉTARO,EL MARQUÉS,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIONES DE SERVICIO, S. A. DE C. V.",COLORADO HILGUERILLAS,76240,
2072,4/2/23,PL/4552/EXP/ES/2015,11479,"SERVICIO AEROPUERTO QRO., S. A. DE C. V.",QUERÉTARO,COLÓN,18,1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SERVICIO AEROPUERTO QRO., S. A. DE C. V.",GALERAS,76295,
2073,4/2/23,PL/21556/EXP/ES/2018,SN,"SERVICIO FÁCIL DEL SURESTE, S. A. DE C. V.",QUERÉTARO,EL MARQUÉS,15,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO FÁCIL DEL SURESTE, S. A. DE C. V.",EJIDO GUADALUPE LA VENTA,76249,
2074,4/2/23,PL/3492/EXP/ES/2015,9794,"NOVOGAS LA GRIEGA, S. A. DE C. V.",QUERÉTARO,EL MARQUÉS,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NOVOGAS LA GRIEGA, S. A. DE C. V.",SIN COLONIA,76260,
2075,4/1/23,PL/12870/EXP/ES/2015,11984,"ESTACIONES DE SERVICIO AUTO, S. A. DE C. V.    ",CAMPECHE,CARMEN,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIONES DE SERVICIO AUTO, S. A. DE C. V.    ",FRACC. RESIDENCIAL SAN MIGUEL,24343,
2076,4/1/23,PL/9097/EXP/ES/2015,6901,"E. S. G. E. S., S. A. DE C. V.",CAMPECHE,CARMEN,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E. S. G. E. S., S. A. DE C. V.",FRANCISCO I. MADERO,24190,
2077,4/2/23,PL/7088/EXP/ES/2015,2681,"SERVICIO Y COMBUSTIBLES VILLACUAUHTEMOC, S. A. DE C. V.",TABASCO,CÁRDENAS,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO Y COMBUSTIBLES VILLACUAUHTEMOC, S. A. DE C. V.",CENTRO,86480,
2078,4/2/23,PL/6395/EXP/ES/2015,9851,ALICIA LIZETH BREMONT JONES,VERACRUZ DE IGNACIO DE LA LLAVE,AGUA DULCE,12,2,0,0,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALICIA LIZETH BREMONT JONES,GILBERTO FLORES MAGON,96680,
2079,4/1/23,PL/19308/EXP/ES/2016,13026,"SERVICIO RELÁMPAGO, S. A. DE C. V.",SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SÁNCHEZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO RELÁMPAGO, S. A. DE C. V.",CANDIDO NAVARRO,0,
2080,4/1/23,PL/6997/EXP/ES/2015,3542,"SUANA, S. A. DE C. V.",SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SÁNCHEZ,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUANA, S. A. DE C. V.",SIN COLONIA ,78430,
2081,4/1/23,PL/19968/EXP/ES/2017,13131,"GASO PRODUCTOS PERIFÉRICO ORIENTE, S. A. DE C. V.",SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SÁNCHEZ,12,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"GASO PRODUCTOS PERIFÉRICO ORIENTE, S. A. DE C. V.",EXPROPIACION PETROLERA,78430,
2082,4/2/23,PL/1710/EXP/ES/2015,7204,"COMBUSTIBLES Y LUBRICANTES OJUELOS, S. A. DE C. V.",JALISCO,OJUELOS DE JALISCO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMBUSTIBLES Y LUBRICANTES OJUELOS, S. A. DE C. V.",SIN COLONIA,47540,
2083,4/2/23,PL/1706/EXP/ES/2015,1120,"COMBUSTIBLES Y LUBRICANTES OJUELOS, S. A. DE C. V.",JALISCO,OJUELOS DE JALISCO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMBUSTIBLES Y LUBRICANTES OJUELOS, S. A. DE C. V.",SIN COLONIA,47540,
2084,4/2/23,PL/19417/EXP/ES/2016,13148,"SERVICIO HÚSARES DE LA UNIÓN, S. A. DE C. V.",JALISCO,LAGOS DE MORENO,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO HÚSARES DE LA UNIÓN, S. A. DE C. V.",EL TEPETATE,47457,
2085,4/1/23,PL/3968/EXP/ES/2015,1272,MA. EUGENIA ZERMEÑO GONZÁLEZ,TAMAULIPAS,ANTIGUO MORELOS,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MA. EUGENIA ZERMEÑO GONZÁLEZ,.,89960,
2086,4/1/23,PL/12582/EXP/ES/2015,8001,ROBERTO UGALDE GUILLEN,TAMAULIPAS,EL MANTE,4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROBERTO UGALDE GUILLEN,S/C MANTE,89800,
2087,4/1/23,PL/4381/EXP/ES/2015,3754,"GASOLINERIA SAN PEDRO, S. A. DE C. V.",TAMAULIPAS,EL MANTE,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERIA SAN PEDRO, S. A. DE C. V.",CONGREGACION EL ABRA,89800,
2088,4/2/23,PL/4873/EXP/ES/2015,2969,"SERVICIO LOS AZTECAS, S. A. DE C. V.",TAMAULIPAS,EL MANTE,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO LOS AZTECAS, S. A. DE C. V.",N.C.P. LOS AZTECAS,89950,
2089,4/2/23,PL/3260/EXP/ES/2015,2354,"SÚPER SERVICIO UNIÓN, S. A. DE C. V.",SAN LUIS POTOSÍ,EBANO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SÚPER SERVICIO UNIÓN, S. A. DE C. V.",TULIPANES,79170,
2090,4/3/23,PL/4807/EXP/ES/2015,6573,"SERVICIO PLAZA SAN MANUEL, S. A. DE C. V.",PUEBLA,PUEBLA,12,3,0,0,1,10.07,5.42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO PLAZA SAN MANUEL, S. A. DE C. V.",JARDINES DE SAN MANUEL,72570,
2091,4/3/23,PL/10070/EXP/ES/2015,11315,"GASOLNAT, S. A. DE C. V.",PUEBLA,PUEBLA,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLNAT, S. A. DE C. V.",JOAQUIN COLOMBRES,72300,
2092,4/3/23,PL/13090/EXP/ES/2016,10081,"SERVICIOS LA QUERENCIA, S. A. DE C. V.",COLIMA,MANZANILLO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS LA QUERENCIA, S. A. DE C. V.",LA QUERENCIA,28860,
2093,4/3/23,PL/728/EXP/ES/2015,8033,"GENERAL DE COMBUSTIBLES COLIMA, S. A. DE C. V.",COLIMA,MANZANILLO,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GENERAL DE COMBUSTIBLES COLIMA, S. A. DE C. V.",ARBOLEDAS,28869,
2094,4/3/23,PL/6912/EXP/ES/2015,6434,"GASOLINEROS MEXICANOS, S. A. DE C. V.",COLIMA,MANZANILLO,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINEROS MEXICANOS, S. A. DE C. V.",VALLE DE LAS GARZAS,45060,
2095,4/3/23,PL/2863/EXP/ES/2015,6162,"SERVICIOS LA CRUZ, S. A. DE C. V.",SINALOA,ELOTA,16,3,0,0,0,0.00,0.00,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS LA CRUZ, S. A. DE C. V.",LA CRUZ,82700,
2096,4/3/23,PL/13085/EXP/ES/2016,7211,REBECA OSUNA OSUNA,SINALOA,SAN IGNACIO,4,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,REBECA OSUNA OSUNA,CENTRO,82969,
2097,4/3/23,PL/12715/EXP/ES/2015,6209,"ESTACIÓN DE SERVICIO SAN MIGUEL, S. A. DE C. V.",GUERRERO,LEONARDO BRAVO,6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN DE SERVICIO SAN MIGUEL, S. A. DE C. V.",LA PIEDRA,39150,
2098,4/3/23,PL/8657/EXP/ES/2015,2802,"SERVICIOS ESPECIALIZADOS FLOROM, S. A. DE C. V.",GUERRERO,TEPECOACUILCO DE TRUJANO,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS ESPECIALIZADOS FLOROM, S. A. DE C. V.",SABANA GRANDE,40000,
2099,4/3/23,PL/7100/EXP/ES/2015,4380,"LUIS CARLOS MARTINEZ DURAN, S. A. DE C. V.",QUERÉTARO,QUERÉTARO,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LUIS CARLOS MARTINEZ DURAN, S. A. DE C. V.",VISTA ALEGRE,76070,
2100,4/3/23,PL/18916/EXP/ES/2016,12921,"GS GAS Q., S. A. DE C. V.",QUERÉTARO,QUERÉTARO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GS GAS Q., S. A. DE C. V.",FRACCIONAMIENTO BALAUSTRADAS,76079,
2101,4/3/23,PL/1422/EXP/ES/2015,6102,"ESTACIONES DE SERVICIO, S. A. DE C. V.",QUERÉTARO,QUERÉTARO,22,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIONES DE SERVICIO, S. A. DE C. V.",CENTRO,76000,
2102,4/3/23,PL/5364/EXP/ES/2015,10002,"SERVICIO JUAN ESCUTIA, S. DE R. L. DE C. V.",VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,12,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO JUAN ESCUTIA, S. DE R. L. DE C. V.",MANUEL AVILA CAMACHO,96420,
2103,4/3/23,PL/10959/EXP/ES/2015,11009,"GASOLINERA TRANSISTMICA, S. A. DE C. V.",VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GASOLINERA TRANSISTMICA, S. A. DE C. V.",LAZARO CARDENAS,96460,
2104,4/3/23,PL/3670/EXP/ES/2015,8803,"GRUPO AGUILARIOS, S. A. DE C. V.",JALISCO,LAGOS DE MORENO,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRUPO AGUILARIOS, S. A. DE C. V.",CUESTA BLANCA,47420,
2105,4/3/23,PL/3617/EXP/ES/2015,11023,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",GUANAJUATO,LEÓN,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",OBREGON,37320,
2106,4/3/23,PL/1183/EXP/ES/2015,10836,"MEGA GASOLINERAS, S. A. DE C. V.",GUANAJUATO,LEÓN,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MEGA GASOLINERAS, S. A. DE C. V.",EL TLACUACHE,37480,
2107,4/3/23,PL/7506/EXP/ES/2015,3699,"SERVICIO XILITLA, S. A. DE C. V.",SAN LUIS POTOSÍ,XILITLA,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO XILITLA, S. A. DE C. V.",JARDIN,79902,
2108,4/3/23,PL/3397/EXP/ES/2015,2357,"SERVICIOS FAYAD, S. A. DE C. V.",HIDALGO,HUEJUTLA DE REYES,28,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS FAYAD, S. A. DE C. V.",SANTA IRENE,43000,
2109,4/3/23,PL/3442/EXP/ES/2015,6818,"COMBUSTIBLES DE TANTOYUCA, S. A. DE C. V.",VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMBUSTIBLES DE TANTOYUCA, S. A. DE C. V.",SIN COLONIA,92101,
2110,4/4/23,PL/20887/EXP/ES/2018,SN,"MEGA GASOLINERAS, S. A. DE C. V.",AGUASCALIENTES,AGUASCALIENTES,26,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MEGA GASOLINERAS, S. A. DE C. V.",FRACCIONAMIENTO VILLA JARDÍN II SECCIÓN,20235,
2111,4/4/23,PL/7402/EXP/ES/2015,1108,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",AGUASCALIENTES,AGUASCALIENTES,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",LINDAVISTA,20270,
2112,4/4/23,PL/6897/EXP/ES/2015,7916,"SÚPER SERVICIO DE COMBUSTIBLES MONARCA, S. A. DE C. V.",MICHOACÁN DE OCAMPO,ZITÁCUARO,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SÚPER SERVICIO DE COMBUSTIBLES MONARCA, S. A. DE C. V.",EL MORAL,61514,
2113,4/4/23,PL/12632/EXP/ES/2015,6538,"ESTACIÓN DE SERVICIO EL POLVORIN, S. A. DE C. V.",MICHOACÁN DE OCAMPO,ZITÁCUARO,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ESTACIÓN DE SERVICIO EL POLVORIN, S. A. DE C. V.",CARRETERA FEDERAL 15 KM 87 PARQUE INDUSTRIAL,61500,
2114,4/4/23,PL/9754/EXP/ES/2015,980,DIMAS GARFIAS LÓPEZ,MICHOACÁN DE OCAMPO,ZITÁCUARO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIMAS GARFIAS LÓPEZ,MOCTEZUMA,61241,
2115,4/4/23,PL/21034/EXP/ES/2018,SN,"SERVICIO RÍO SJR, S. A. DE C. V. ",QUERÉTARO,SAN JUAN DEL RÍO,20,1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,"SERVICIO RÍO SJR, S. A. DE C. V. ",EL PEDREGOSO,76806,
2116,4/4/23,PL/4315/EXP/ES/2015,3332,"ANELRO, S. A.",QUERÉTARO,SAN JUAN DEL RÍO,27,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ANELRO, S. A.",BETANIA,76805,
2117,4/4/23,PL/4318/EXP/ES/2015,7453,"MACRO COMBUSTIBLES, S. A. DE C. V.",QUERÉTARO,SAN JUAN DEL RÍO,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MACRO COMBUSTIBLES, S. A. DE C. V.",CENTRO,76800,
2118,4/4/23,PL/8955/EXP/ES/2015,10841,"AUTOSERVICIO TONALA, S. A. DE C. V.",JALISCO,TONALÁ,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AUTOSERVICIO TONALA, S. A. DE C. V.",COYULA,45405,
2119,4/4/23,PL/19252/EXP/ES/2016,13063,"SUMINISTROS DE GASOLINA DIEZ, S. A. DE C. V.",JALISCO,TONALÁ,12,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUMINISTROS DE GASOLINA DIEZ, S. A. DE C. V.",SAN GASPAR,45404,
2120,4/4/23,PL/6735/EXP/ES/2015,11982,"SERVIGAS LA CRUZ, S. A. DE C. V.",JALISCO,TONALÁ,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVIGAS LA CRUZ, S. A. DE C. V.",PRADOS DE LA CRUZ,45410,
2121,4/4/23,PL/10910/EXP/ES/2015,8819,SANDRA ISAURA CONTRERAS GARCÍA,SINALOA,CULIACÁN,10,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANDRA ISAURA CONTRERAS GARCÍA,EJIDO EL RANCHITO,80300,
2122,4/4/23,PL/9943/EXP/ES/2015,4365,"SERVICIO EXPRESS LA COSTERITA, S. DE R. L. DE C. V.",SINALOA,CULIACÁN,21,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIO EXPRESS LA COSTERITA, S. DE R. L. DE C. V.",EL RANCHITO,80280,
2123,4/4/23,PL/8447/EXP/ES/2015,11495,MARTHA PATRICIA PARRA BARRAZA,SINALOA,CULIACÁN,24,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARTHA PATRICIA PARRA BARRAZA,EL RANCHITO,80300,
2124,4/4/23,PL/19305/EXP/ES/2016,12773,"MULTISERVICIOS ALTOS NORTE, S. A. DE C. V.",JALISCO,SAN JUAN DE LOS LAGOS,14,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MULTISERVICIOS ALTOS NORTE, S. A. DE C. V.",SAN JUAN DE LOS LAGOS,47000,
2125,4/4/23,PL/7630/EXP/ES/2015,6132,"SERVICIOS PLATINO 2000, S. A. DE C. V.",JALISCO,SAN JUAN DE LOS LAGOS,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS PLATINO 2000, S. A. DE C. V.",SC,47000,
2126,4/4/23,PL/8992/EXP/ES/2015,5605,LEOCADIO MACIAS MUÑOZ,JALISCO,SAN JUAN DE LOS LAGOS,16,1,0,0,1,7.94,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEOCADIO MACIAS MUÑOZ,ZONA CENTRO,47000,
2127,4/5/23,PL/1305/EXP/ES/2015,11979,"UNIDAD DE GASOLINERAS, S. A. DE C. V.",AGUASCALIENTES,AGUASCALIENTES,36,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNIDAD DE GASOLINERAS, S. A. DE C. V.",EJIDO SALTO OJO CALIENTE,20263,
2128,4/5/23,PL/8290/EXP/ES/2015,10875,"SUPERSERVICIO TERECAR, S. A. DE C. V.",AGUASCALIENTES,AGUASCALIENTES,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUPERSERVICIO TERECAR, S. A. DE C. V.",MUNICIPIO LIBRE,20199,
2129,4/5/23,PL/757/EXP/ES/2015,11772,"DALROM, S. A. DE C. V.",AGUASCALIENTES,AGUASCALIENTES,18,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DALROM, S. A. DE C. V.",FRACC. OJOCALIENTE III,20196,
2130,4/5/23,PL/7002/EXP/ES/2015,5409,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",CHIHUAHUA,JUÁREZ,8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SERVICIOS GASOLINEROS DE MÉXICO, S. A. DE C. V.",DISTRITO BRAVOS,32120,
2131,4/5/23,PL/22409/EXP/ES/2019,SN,"OPERACIONES Y SERVICIOS DE JUÁREZ, S. A. DE C. V.",CHIHUAHUA,JUÁREZ,16,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OPERACIONES Y SERVICIOS DE JUÁREZ, S. A. DE C. V.",PARTIDO SENECÚ,32459,
2132,4/5/23,PL/3423/EXP/ES/2015,7551,"SUPERSRVICIO DEL VALLE DEL ORIENTE, S. A. DE C. V.",MICHOACÁN DE OCAMPO,ZITÁCUARO,20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUPERSRVICIO DEL VALLE DEL ORIENTE, S. A. DE C. V.",HERIBERTO,61500,
